"OCC_CODE","TITLE","OCC_GROUP","TOTAL_EMPLOYEES","SALARY","YEAR","OCC_CODE_SHORT"
"51_6092","Fabric And Apparel Patternmakers","",8370,40900,2007,"51"
"43_5053","Postal Service Mail Sorters, Processors, And Processing Machine Operators","",201430,40890,2007,"43"
"23_2092","Law Clerks","",31160,40880,2007,"23"
"47_2044","Tile And Marble Setters","",52790,40810,2007,"47"
"29_9091","Athletic Trainers","",14970,40720,2007,"29"
"49_9096","Riggers","",12390,40720,2007,"49"
"21_1019","Counselors, All Other","",28900,40710,2007,"21"
"39_5091","Makeup Artists, Theatrical And Performance","",1400,40710,2007,"39"
"35_1011","Chefs And Head Cooks","",100130,40700,2007,"35"
"43_6011","Executive Secretaries And Administrative Assistants","",1517410,40700,2007,"43"
"00_0000","All Occupations","total",134354250,40690,2007,"00"
"53_7072","Pump Operators, Except Wellhead Pumpers","",10400,40660,2007,"53"
"27_4013","Radio Operators","",1110,40650,2007,"27"
"49_9021","Heating, Air Conditioning, And Refrigeration Mechanics And Installers","",262570,40630,2007,"49"
"47_0000","Construction And Extraction Occupations","major",6708200,40620,2007,"47"
"43_6012","Legal Secretaries","",266180,40550,2007,"43"
"21_0000","Community And Social Services Occupations","major",1793040,40540,2007,"21"
"53_4013","Rail Yard Engineers, Dinkey Operators, And Hostlers","",4950,40510,2007,"53"
"31_9011","Massage Therapists","",45920,40330,2007,"31"
"19_4021","Biological Technicians","",69110,40240,2007,"19"
"53_6041","Traffic Technicians","",6550,40150,2007,"53"
"43_4011","Brokerage Clerks","",71170,39990,2007,"43"
"33_3012","Correctional Officers And Jailers","",431980,39970,2007,"33"
"47_2041","Carpet Installers","",34630,39960,2007,"47"
"49_0000","Installation, Maintenance, And Repair Occupations","major",5390090,39930,2007,"49"
"29_2099","Health Technologists And Technicians, All Other","",73730,39870,2007,"29"
"45_2011","Agricultural Inspectors","",14510,39830,2007,"45"
"49_3031","Bus And Truck Mechanics And Diesel Engine Specialists","",250370,39610,2007,"49"
"25_3021","Self-enrichment Education Teachers","",156960,39600,2007,"25"
"27_2032","Choreographers","",15250,39600,2007,"27"
"51_9197","Tire Builders","",20530,39540,2007,"51"
"47_5011","Derrick Operators, Oil And Gas","",19410,39480,2007,"47"
"21_2021","Directors, Religious Activities And Education","",14780,39470,2007,"21"
"47_2022","Stonemasons","",18760,39470,2007,"47"
"21_1014","Mental Health Counselors","",95970,39450,2007,"21"
"47_2081","Drywall And Ceiling Tile Installers","",137570,39400,2007,"47"
"21_1023","Mental Health And Substance Abuse Social Workers","",118690,39380,2007,"21"
"27_3011","Radio And Television Announcers","",39500,39360,2007,"27"
"47_5042","Mine Cutting And Channeling Machine Operators","",8460,39360,2007,"47"
"27_4011","Audio And Video Equipment Technicians","",40360,39260,2007,"27"
"43_4061","Eligibility Interviewers, Government Programs","",107220,39240,2007,"43"
"41_1011","First-line Supervisors/managers Of Retail Sales Workers","",1156540,39210,2007,"41"
"47_4041","Hazardous Materials Removal Workers","",39530,39210,2007,"47"
"47_5021","Earth Drillers, Except Oil And Gas","",19760,39200,2007,"47"
"47_2161","Plasterers And Stucco Masons","",49310,39190,2007,"47"
"53_7041","Hoist And Winch Operators","",3220,39190,2007,"53"
"25_4013","Museum Technicians And Conservators","",9950,39180,2007,"25"
"51_4062","Patternmakers, Metal And Plastic","",7250,39160,2007,"51"
"47_2042","Floor Layers, Except Carpet, Wood, And Hard Tiles","",14070,38980,2007,"47"
"29_2061","Licensed Practical And Licensed Vocational Nurses","",719240,38940,2007,"29"
"51_9122","Painters, Transportation Equipment","",51260,38870,2007,"51"
"47_2142","Paperhangers","",5970,38820,2007,"47"
"39_4011","Embalmers","",8930,38810,2007,"39"
"29_2055","Surgical Technologists","",86000,38800,2007,"29"
"43_5011","Cargo And Freight Agents","",81380,38760,2007,"43"
"33_0000","Protective Service Occupations","major",3087650,38750,2007,"33"
"53_4099","Rail Transportation Workers, All Other","",5210,38730,2007,"53"
"49_2011","Computer, Automated Teller, And Office Machine Repairers","",132750,38710,2007,"49"
"47_2121","Glaziers","",50800,38680,2007,"47"
"21_1798","Community And Social Service Specialists, All Other","",109970,38590,2007,"21"
"47_5013","Service Unit Operators, Oil, Gas, And Mining","",30440,38580,2007,"47"
"49_3021","Automotive Body And Related Repairers","",152790,38530,2007,"49"
"33_3011","Bailiffs","",18830,38510,2007,"33"
"51_8031","Water And Liquid Waste Treatment Plant And System Operators","",108290,38360,2007,"51"
"29_1125","Recreational Therapists","",23240,38330,2007,"29"
"53_7031","Dredge Operators","",1910,38320,2007,"53"
"19_4061","Social Science Research Assistants","",16070,38120,2007,"19"
"53_6011","Bridge And Lock Tenders","",4750,38120,2007,"53"
"25_3999","Teachers And Instructors, All Other","",555460,37840,2007,"25"
"21_1011","Substance Abuse And Behavioral Disorder Counselors","",76830,37830,2007,"21"
"47_2053","Terrazzo Workers And Finishers","",5920,37790,2007,"47"
"53_7073","Wellhead Pumpers","",15780,37680,2007,"53"
"49_9061","Camera And Photographic Equipment Repairers","",3870,37570,2007,"49"
"53_3032","Truck Drivers, Heavy And Tractor-trailer","",1693590,37560,2007,"53"
"43_9031","Desktop Publishers","",29320,37470,2007,"43"
"49_9043","Maintenance Workers, Machinery","",78760,37450,2007,"49"
"27_4012","Broadcast Technicians","",34250,37440,2007,"27"
"47_2051","Cement Masons And Concrete Finishers","",213850,37300,2007,"47"
"49_2098","Security And Fire Alarm Systems Installers","",60700,37290,2007,"49"
"51_9012","Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders","",44310,37260,2007,"51"
"39_1021","First-line Supervisors/managers Of Personal Service Workers","",126870,37190,2007,"39"
"53_7032","Excavating And Loading Machine And Dragline Operators","",68040,36990,2007,"53"
"25_9099","Education, Training, And Library Workers, All Other","",98790,36950,2007,"25"
"51_4192","Lay-out Workers, Metal And Plastic","",9190,36760,2007,"51"
"53_5022","Motorboat Operators","",3250,36570,2007,"53"
"51_4199","Metal Workers And Plastic Workers, All Other","",47100,36530,2007,"51"
"49_3023","Automotive Service Technicians And Mechanics","",650780,36480,2007,"49"
"51_4041","Machinists","",410900,36370,2007,"51"
"47_2181","Roofers","",123180,36340,2007,"47"
"49_9064","Watch Repairers","",2840,36200,2007,"49"
"49_2092","Electric Motor, Power Tool, And Related Repairers","",22150,36180,2007,"49"
"29_2012","Medical And Clinical Laboratory Technicians","",145890,36110,2007,"29"
"43_9011","Computer Operators","",117380,36080,2007,"43"
"51_9082","Medical Appliance Technicians","",11900,36010,2007,"51"
"43_4161","Human Resources Assistants, Except Payroll And Timekeeping","",161970,36000,2007,"43"
"49_9099","Installation, Maintenance, And Repair Workers, All Other","",141980,35910,2007,"49"
"17_3031","Surveying And Mapping Technicians","",72410,35900,2007,"17"
"27_3012","Public Address System And Other Announcers","",8490,35890,2007,"27"
"51_9081","Dental Laboratory Technicians","",44530,35850,2007,"51"
"53_7121","Tank Car, Truck, And Ship Loaders","",14870,35820,2007,"53"
"19_4093","Forest And Conservation Technicians","",26900,35770,2007,"19"
"33_2022","Forest Fire Inspectors And Prevention Specialists","",1600,35770,2007,"33"
"19_4011","Agricultural And Food Science Technicians","",19280,35520,2007,"19"
"51_5111","Prepress Technicians And Workers","",65540,35520,2007,"51"
"43_5032","Dispatchers, Except Police, Fire, And Ambulance","",190190,35500,2007,"43"
"49_3051","Motorboat Mechanics","",19610,35490,2007,"49"
"39_6031","Flight Attendants","",97010,35470,2007,"39"
"43_2099","Communications Equipment Operators, All Other","",3830,35470,2007,"43"
"51_7031","Model Makers, Wood","",1610,35470,2007,"51"
"47_2071","Paving, Surfacing, And Tamping Equipment Operators","",63850,35450,2007,"47"
"51_4051","Metal-refining Furnace Operators And Tenders","",19180,35330,2007,"51"
"51_7032","Patternmakers, Wood","",2040,35320,2007,"51"
"41_0000","Sales And Related Occupations","major",14332020,35240,2007,"41"
"47_2141","Painters, Construction And Maintenance","",260260,35230,2007,"47"
"37_1011","First-line Supervisors/managers Of Housekeeping And Janitorial Workers","",179850,35220,2007,"37"
"49_9031","Home Appliance Repairers","",39130,35200,2007,"49"
"13_2082","Tax Preparers","",61890,34890,2007,"13"
"51_9141","Semiconductor Processors","",36690,34820,2007,"51"
"47_2151","Pipelayers","",56890,34750,2007,"47"
"27_2022","Coaches And Scouts","",165410,34720,2007,"27"
"43_3061","Procurement Clerks","",77180,34570,2007,"43"
"43_3051","Payroll And Timekeeping Clerks","",201940,34500,2007,"43"
"49_9094","Locksmiths And Safe Repairers","",18750,34430,2007,"49"
"49_9042","Maintenance And Repair Workers, General","",1308350,34350,2007,"49"
"49_9063","Musical Instrument Repairers And Tuners","",5410,34330,2007,"49"
"53_6099","Transportation Workers, All Other","",46720,34330,2007,"53"
"43_9111","Statistical Assistants","",19210,34220,2007,"43"
"47_2131","Insulation Workers, Floor, Ceiling, And Wall","",29660,34220,2007,"47"
"51_5021","Job Printers","",43320,34220,2007,"51"
"43_4031","Court, Municipal, And License Clerks","",109080,34190,2007,"43"
"53_3021","Bus Drivers, Transit And Intercity","",189050,34150,2007,"53"
"49_9011","Mechanical Door Repairers","",18280,34140,2007,"49"
"47_4071","Septic Tank Servicers And Sewer Pipe Cleaners","",23440,34100,2007,"47"
"43_5031","Police, Fire, And Ambulance Dispatchers","",93670,34060,2007,"43"
"45_4021","Fallers","",7500,34060,2007,"45"
"53_5011","Sailors And Marine Oilers","",32520,34050,2007,"53"
"27_4021","Photographers","",62370,34010,2007,"27"
"51_9071","Jewelers And Precious Stone And Metal Workers","",27160,34010,2007,"51"
"51_4023","Rolling Machine Setters, Operators, And Tenders, Metal And Plastic","",37950,33960,2007,"51"
"51_4121","Welders, Cutters, Solderers, And Brazers","",385740,33960,2007,"51"
"11_1031","Legislators","",61110,33880,2007,"11"
"43_9041","Insurance Claims And Policy Processing Clerks","",232700,33780,2007,"43"
"47_4051","Highway Maintenance Workers","",137140,33710,2007,"47"
"51_4011","Computer-controlled Machine Tool Operators, Metal And Plastic","",140380,33690,2007,"51"
"49_3092","Recreational Vehicle Service Technicians","",14030,33670,2007,"49"
"45_4023","Log Graders And Scalers","",4430,33620,2007,"45"
"47_4799","Construction And Related Workers, All Other","",58040,33620,2007,"47"
"43_4199","All Other Information And Record Clerks","",233180,33580,2007,"43"
"43_5041","Meter Readers, Utilities","",46220,33520,2007,"43"
"51_4034","Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",61140,33520,2007,"51"
"29_2081","Opticians, Dispensing","",62420,33480,2007,"29"
"39_7012","Travel Guides","",3520,33470,2007,"39"
"47_2043","Floor Sanders And Finishers","",8220,33460,2007,"47"
"51_5023","Printing Machine Operators","",199790,33450,2007,"51"
"21_1015","Rehabilitation Counselors","",123890,33350,2007,"21"
"51_2031","Engine And Other Machine Assemblers","",41100,33260,2007,"51"
"43_4131","Loan Interviewers And Clerks","",239810,33220,2007,"43"
"51_4122","Welding, Soldering, And Brazing Machine Setters, Operators, And Tenders","",50820,33200,2007,"51"
"45_1012","Farm Labor Contractors","",1450,33180,2007,"45"
"53_7199","Material Moving Workers, All Other","",43840,33170,2007,"53"
"49_2097","Electronic Home Entertainment Equipment Installers And Repairers","",38170,33160,2007,"49"
"51_4035","Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic","",26430,33100,2007,"51"
"51_9196","Paper Goods Machine Setters, Operators, And Tenders","",111250,33050,2007,"51"
"39_9031","Fitness Trainers And Aerobics Instructors","",219990,32990,2007,"39"
"51_9061","Inspectors, Testers, Sorters, Samplers, And Weighers","",472900,32980,2007,"51"
"49_3022","Automotive Glass Installers And Repairers","",18340,32870,2007,"49"
"33_3041","Parking Enforcement Workers","",9910,32830,2007,"33"
"43_3031","Bookkeeping, Accounting, And Auditing Clerks","",1858500,32780,2007,"43"
"51_4194","Tool Grinders, Filers, And Sharpeners","",17240,32760,2007,"51"
"51_2099","Assemblers And Fabricators, All Other","",330940,32700,2007,"51"
"43_2021","Telephone Operators","",23840,32690,2007,"43"
"51_4052","Pourers And Casters, Metal","",15470,32640,2007,"51"
"27_2099","Entertainers And Performers, Sports And Related Workers, All Other","",32040,32593.6,2007,"27"
"45_2021","Animal Breeders","",2320,32370,2007,"45"
"51_2041","Structural Metal Fabricators And Fitters","",107830,32290,2007,"51"
"31_9091","Dental Assistants","",283680,32280,2007,"31"
"51_4081","Multiple Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",91090,32280,2007,"51"
"45_4029","Logging Workers, All Other","",5740,32210,2007,"45"
"49_3052","Motorcycle Mechanics","",16800,32210,2007,"49"
"41_3041","Travel Agents","",85580,32190,2007,"41"
"51_4191","Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic","",25500,32180,2007,"51"
"31_9094","Medical Transcriptionists","",86990,32120,2007,"31"
"51_4032","Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",37680,32050,2007,"51"
"51_9051","Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders","",24590,32030,2007,"51"
"51_5012","Bookbinders","",6230,31980,2007,"51"
"45_4022","Logging Equipment Operators","",27700,31920,2007,"45"
"33_9099","Protective Service Workers, All Other","",81410,31760,2007,"33"
"51_9023","Mixing And Blending Machine Setters, Operators, And Tenders","",139370,31710,2007,"51"
"47_5081","Helpers--extraction Workers","",24670,31670,2007,"47"
"49_3041","Farm Equipment Mechanics","",29660,31670,2007,"49"
"21_2099","Religious Workers, All Other","",5520,31660,2007,"21"
"29_2053","Psychiatric Technicians","",60690,31640,2007,"29"
"43_3011","Bill And Account Collectors","",409570,31630,2007,"43"
"43_9022","Word Processors And Typists","",139420,31580,2007,"43"
"29_2071","Medical Records And Health Information Technicians","",165590,31450,2007,"29"
"53_7081","Refuse And Recyclable Material Collectors","",126270,31410,2007,"53"
"51_4022","Forging Machine Setters, Operators, And Tenders, Metal And Plastic","",30130,31360,2007,"51"
"51_0000","Production Occupations","major",10146560,31310,2007,"51"
"43_0000","Office And Administrative Support Occupations","major",23270810,31200,2007,"43"
"43_4041","Credit Authorizers, Checkers, And Clerks","",67480,31200,2007,"43"
"37_3013","Tree Trimmers And Pruners","",30670,31110,2007,"37"
"43_3021","Billing And Posting Clerks And Machine Operators","",515060,31080,2007,"43"
"43_4181","Reservation And Transportation Ticket Agents And Travel Clerks","",167390,31080,2007,"43"
"43_4051","Customer Service Representatives","",2193430,31040,2007,"43"
"47_2061","Construction Laborers","",1053060,30950,2007,"47"
"43_9081","Proofreaders And Copy Markers","",15650,30930,2007,"43"
"39_3092","Costume Attendants","",4570,30890,2007,"39"
"29_2041","Emergency Medical Technicians And Paramedics","",201200,30870,2007,"29"
